depth	dens	GR	Vp	Vs
1101.5	2.3221	86.457	3409.3313	1846.8822
1101.75	2.3212	80.8786	3447.1377	1834.7483
1102	2.3288	75.8874	3496.1689	1864.6387
1102.25	2.3457	81.6849	3539.8638	1939.566
1102.5	2.3685	87.5117	3560.907	1969.1155
1102.75	2.341	89.0231	3578.051	2007.9069
1103	2.3083	84.2934	3607.8635	2031.405
1103.25	2.3287	79.4482	3612.2456	2056.5295
1103.5	2.3413	81.6908	3592.9412	2029.7568
1103.75	2.3469	87.855	3577.4897	2006.34
1104	2.3477	96.8487	3552.4229	2000.0278
1104.25	2.3147	93.2244	3542.0649	1970.1139
1104.5	2.3021	82.5265	3580.043	1966.2186
1104.75	2.3169	83.3496	3757.5898	1977.2023
1105	2.3076	77.6523	3877.0054	2082.843
1105.25	2.3426	79.0315	3898.333	2159.928
1105.5	2.4261	93.8639	3889.3862	2158.769
1105.75	2.4325	98.6073	3865.9255	2134.8425
1106	2.3706	91.2321	3818.645	2117.0098
1106.25	2.3215	82.1338	3741.7859	2079.3564
1106.5	2.3458	82.7008	3701.9382	2064.0186
1106.75	2.3507	89.6325	3704.1741	2138.8142
1107	2.3457	88.9804	3959.3828	2272.821
1107.25	2.4285	91.0714	4273.8926	2326.5725
1107.5	2.4966	98.2959	4465.0684	2351.7725
1107.75	2.4688	102.1739	3891.7261	2317.698
1108	2.4117	97.6512	4039.2883	2316.2883
1108.25	2.4123	89.3146	4037.2705	2295.6853
1108.5	2.4497	83.4949	3990.5623	2259.1299
1108.75	2.4391	88.9693	3941.1414	2232.7444
1109	2.4347	94.057	3892.7952	2277.4153
1109.25	2.4469	97.3448	3827.0496	2241.3074
1109.5	2.4629	98.5993	3752.9866	2189.7698
1109.75	2.3755	92.2941	3649.2288	2143.5227
1110	2.2977	81.1874	3576.8982	2089.4949
1110.25	2.2947	78.244	3597.0388	2063.824
1110.5	2.3091	80.82	3635.7385	2086.0918
1110.75	2.336	85.6989	3656.3276	2066.8101
1111	2.3452	88.2233	3703.9937	2085.5046
1111.25	2.3572	82.0742	3755.2244	2104.6201
1111.5	2.429	87.4121	3744.6187	2118.6653
1111.75	2.4665	95.6707	3764.6882	2120.6499
1112	2.4353	97.378	3833.8413	2144.6675
1112.25	2.3872	99.1714	3923.1301	2200.9182
1112.5	2.3788	98.752	4020.4851	2254.0159
1112.75	2.4514	101.6796	4087.0964	2293.2007
1113	2.5018	106.1583	4150.9346	2312.3193
1113.25	2.507	105.6883	4245.2588	2382.8782
1113.5	2.5008	106.4258	4294.5425	2445.6658
1113.75	2.4954	108.7834	4351.2925	2473.958
1114	2.5073	111.721	4415.7559	2531.0564
1114.25	2.5213	113.6494	4431.0498	2562.6797
1114.5	2.5071	110.1298	4429.0571	2562.6594
1114.75	2.4899	111.3382	4426.0278	2553.1711
1115	2.4758	113.096	4371.627	2535.6611
1115.25	2.4867	109.0535	4197.3813	2500.3213
